Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.00  238301/238301      void std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int> > >::_M_realloc_insert<std::pair<float, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<float, unsigned int>*, std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int> > > >, std::pair<float, unsigned int>&&) [49]
                0.00    0.00  946127/1959485     Vec3::operator==(Vec3 const&) const [46]
                0.00    0.00 1306642/65751448     Vec3::Vec3(float, float, float) [28]
                0.00    0.00  215896/8594076     Vec3::Vec3(Vec3 const&) [42]
-----------------------------------------------
                0.00    1.62    1079/1079        Loop::loop() [4]
[6]     31.3    0.00    1.62    1079         World::update() [6]
                0.00    1.62      21/21          World::updateChunkBuffers(Vec2) [7]
                0.00    0.00    1018/1018        World::printPos() const [58]
                0.00    0.00    1023/5203        Camera::getPos() const [82]
                0.00    0.00      22/1675702     Vec2::Vec2(Vec2 const&) [40]
                0.00    0.00    1033/1034        Chunk::worldCoordToChunk(Vec3) [178]
                0.00    0.00    1029/1029        Vec2::operator!=(Vec2 const&) const [180]
                0.00    0.00      25/748572      Vec2::operator=(Vec2 const&) [144]
-----------------------------------------------
                0.00    1.62      21/21          World::update() [6]
[7]     31.2    0.00    1.62      21         World::updateChunkBuffers(Vec2) [7]
                0.00    1.55      73/74          World::World() [8]
                0.00    0.05     115/115         Chunk::Chunk(int, int, Camera*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >) [36]
                0.00    0.01      57/791         Chunk::~Chunk() [32]
                0.00    0.00     860/862         World::getPosInRange(Vec2, float, float) [59]
                0.00    0.00   26907/1675702     Vec2::Vec2(Vec2 const&) [40]
                0.00    0.00     133/541         void std::vector<Vec2, std::allocator<Vec2> >::_M_realloc_insert<Vec2 const&>(__gnu_cxx::__normal_iterator<Vec2*, std::vector<Vec2, std::allocator<Vec2> > >, Vec2 const&) [66]
                0.00    0.00     535/1052        std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*> >(std::pair<Vec2, Chunk*>&&) [81]
                0.00    0.00      95/687         World::getAllocatedNeighbours(Vec2) [73]
                0.00    0.00     313/313         std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*>&>(std::pair<Vec2, Chunk*>&) [84]
                0.00    0.00  106025/154554      Vec2::operator<(Vec2 const&) const [146]
                0.00    0.00   20384/247638      Vec2::getLength() const [145]
                0.00    0.00   13417/141398      Vec2::operator-(Vec2 const&) const [148]
                0.00    0.00      23/23          void std::vector<Chunk*, std::allocator<Chunk*> >::_M_realloc_insert<Chunk*>(__gnu_cxx::__normal_iterator<Chunk**, std::vector<Chunk*, std::allocator<Chunk*> > >, Chunk*&&) [219]
-----------------------------------------------
                0.00    0.02       1/74          main [13]
                0.00    1.55      73/74          World::updateChunkBuffers(Vec2) [7]
[8]     30.4    0.00    1.58      74         World::World() [8]
                0.00    1.28       1/1           Skybox::initialize(float, float, int, int) [11]
                0.30    0.00     517/608         Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00     592/687         World::getAllocatedNeighbours(Vec2) [73]
                0.00    0.00    2877/1675702     Vec2::Vec2(Vec2 const&) [40]
                0.00    0.00       2/862         World::getPosInRange(Vec2, float, float) [59]
                0.00    0.00     517/1052        std::pair<std::_Rb_tree_iterator<std::pair<Vec2 const, Chunk*> >, bool> std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_emplace_unique<std::pair<Vec2, Chunk*> >(std::pair<Vec2, Chunk*>&&) [81]
                0.00    0.00     300/1424        std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [78]
                0.00    0.00       1/1           Camera::Camera() [91]
                0.00    0.00       1/150540      Matrix::~Matrix() [50]
                0.00    0.00       1/5203        Camera::getPos() const [82]
                0.00    0.00    2406/154554      Vec2::operator<(Vec2 const&) const [146]
                0.00    0.00       2/2           void std::_Rb_tree<Vec2, std::pair<Vec2 const, Chunk*>, std::_Select1st<std::pair<Vec2 const, Chunk*> >, std::less<Vec2>, std::allocator<std::pair<Vec2 const, Chunk*> > >::_M_assign_unique<std::pair<Vec2 const, Chunk*> const*>(std::pair<Vec2 const, Chunk*> const*, std::pair<Vec2 const, Chunk*> const*) [240]
                0.00    0.00       1/1122        Vec2::Vec2() [175]
                0.00    0.00       1/3           Shader::Shader(char const*, char const*) [235]
                0.00    0.00       1/4134        Shader::use() const [161]
                0.00    0.00       1/4068        Matrix::Matrix(Matrix const&) [162]
                0.00    0.00       1/3216        Matrix::exportForGL() [163]
                0.00    0.00       1/147496      Shader::getID() const [147]
                0.00    0.00       1/1034        Chunk::worldCoordToChunk(Vec3) [178]
                0.00    0.00       1/748572      Vec2::operator=(Vec2 const&) [144]
                0.00    0.00       1/1           ctpl::thread_pool::resize(int) [246]
-----------------------------------------------
                0.14    0.12  218532/1267108     Chunk::setVisibilityByNeighbors(int, int, int) [5]
                0.68    0.57 1048576/1267108     Texture::Texture(float) [12]
[9]     29.1    0.82    0.69 1267108         VoxelGenerator::getWorleyValueAt(float, float, float) [9]
                0.24    0.00 56838814/56844333     Vec3::operator-(Vec3 const&) const [23]
                0.20    0.00 57259800/57259800     Vec3::getLength() const [24]
                0.13    0.00 56983011/56991955     Vec3::operator+(Vec3 const&) const [27]
                0.12    0.00 59398463/65751448     Vec3::Vec3(float, float, float) [28]
-----------------------------------------------
                0.00    1.45      72/72          std::__future_base::_State_baseV2::_M_do_set(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*) [2]
[10]    28.1    0.00    1.45      72         std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) [10]
                0.08    1.37      98/142         Chunk::initChunk() [1]
-----------------------------------------------
                0.00    1.28       1/1           World::World() [8]
[11]    24.7    0.00    1.28       1         Skybox::initialize(float, float, int, int) [11]
                0.02    1.26       1/1           Texture::Texture(float) [12]
                0.00    0.00       1/1           Texture::getID() const [253]
                0.00    0.00       1/3           Shader::Shader(char const*, char const*) [235]
-----------------------------------------------
                0.02    1.26       1/1           Skybox::initialize(float, float, int, int) [11]
[12]    24.7    0.02    1.26       1         Texture::Texture(float) [12]
                0.68    0.57 1048576/1267108     VoxelGenerator::getWorleyValueAt(float, float, float) [9]
                0.01    0.00 1048576/1048576     std::_Function_handler<float (float, float), Texture::Texture(float)::{lambda(float, float)#1}>::_M_invoke(std::_Any_data const&, float&&, float&&) [47]
                0.00    0.00       3/4267        ResourceManager::getBlockTexture(int) [159]
                0.00    0.00       1/9           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [224]
                0.00    0.00       1/65          stbi__resample_row_h_2(unsigned char*, unsigned char*, unsigned char*, int, int) [206]
                0.00    0.00       1/9           std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Texture::TextureCommonData> > >::_M_emplace_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Texture::TextureCommonData> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Texture::TextureCommonData>&&) [222]
                0.00    0.00       1/1           std::_Function_handler<float (float, float), Texture::Texture(float)::{lambda(float, float)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [254]
-----------------------------------------------
                                                 <spontaneous>
[13]    23.9    0.00    1.24                 main [13]
                0.00    1.14       1/1           VoxelGenerator::initialize(unsigned int) [14]
                0.00    0.07       1/1           World::~World() [33]
                0.00    0.02       1/74          World::World() [8]
                0.00    0.00       1/1           initialize() [89]
                0.00    0.00       1/257         VoxelGenerator::initialize(int, bool) [79]
                0.00    0.00       1/1           ResourceManager::loadPack() [243]
                0.00    0.00       1/1           frame_dummy [95]
                0.00    0.00       1/1           RectangularCuboid::clear() [245]
                0.00    0.00       1/1           VoxelGenerator::clear() [242]
-----------------------------------------------
                0.00    1.14       1/1           main [13]
[14]    22.0    0.00    1.14       1         VoxelGenerator::initialize(unsigned int) [14]
                0.38    0.76       1/1           VoxelGenerator::createWorleyGradient(unsigned int) [15]
                0.00    0.00       2/2           VoxelGenerator::createPerlinGradient(unsigned int) [61]
-----------------------------------------------
                0.38    0.76       1/1           VoxelGenerator::initialize(unsigned int) [14]
[15]    21.9    0.38    0.76       1         VoxelGenerator::createWorleyGradient(unsigned int) [15]
                0.57    0.00  161320/162400      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [20]
                0.11    0.00 50331648/50346658     Vec3::operator[](int) [29]
                0.08    0.00 16777216/16787010     Vec3::Vec3() [30]
-----------------------------------------------
                0.09    0.67  260169/260169      Chunk::setVisibilityByNeighbors(int, int, int) [5]
[16]    14.6    0.09    0.67  260169         Chunk::getBlockBiome(int, int, bool) [16]
                0.08    0.59  676627/750528      VoxelGenerator::Noise2D(float, float, float, float, float, int, int, float, float) [17]
-----------------------------------------------
                0.01    0.06   73901/750528      Chunk::initChunk() [1]
                0.08    0.59  676627/750528      Chunk::getBlockBiome(int, int, bool) [16]
[17]    14.3    0.09    0.65  750528         VoxelGenerator::Noise2D(float, float, float, float, float, int, int, float, float) [17]
                0.47    0.18 1818376/1818376     VoxelGenerator::eval(float, float, float, int) [19]
-----------------------------------------------
                0.00    0.65      32/32          std::__future_base::_State_baseV2::_M_do_set(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*) [2]
[18]    12.6    0.00    0.65      32         std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_invoke(std::_Any_data const&) [18]
                0.04    0.62      44/142         Chunk::initChunk() [1]
-----------------------------------------------
                0.47    0.18 1818376/1818376     VoxelGenerator::Noise2D(float, float, float, float, float, int, int, float, float) [17]
[19]    12.5    0.47    0.18 1818376         VoxelGenerator::eval(float, float, float, int) [19]
                0.18    0.00 14428748/14428748     VoxelGenerator::gradientDotV(int, float, float, float) [25]
-----------------------------------------------
                0.00    0.00       1/162400      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Shader::shaderCommonData, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Shader::shaderCommonData> > >::~map() [85]
                0.00    0.00       6/162400      VoxelGenerator::shuffleTables(int, int) [80]
                0.00    0.00    1073/162400      VoxelGenerator::createPerlinGradient(unsigned int) [61]
                0.57    0.00  161320/162400      VoxelGenerator::createWorleyGradient(unsigned int) [15]
[20]    11.0    0.57    0.00  162400         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [20]
-----------------------------------------------
                0.05    0.00      91/608         Chunk::Chunk(int, int, Camera*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >) [36]
                0.30    0.00     517/608         World::World() [8]
[21]     6.8    0.35    0.00     608         Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00    1198/945554      Vec3::operator*(float) const [48]
                0.00    0.00    1212/56844333     Vec3::operator-(Vec3 const&) const [23]
                0.00    0.00    1802/65751448     Vec3::Vec3(float, float, float) [28]
                0.00    0.00     609/16787010     Vec3::Vec3() [30]
                0.00    0.00     596/56991955     Vec3::operator+(Vec3 const&) const [27]
                0.00    0.00     610/18670       Vec3::operator=(Vec3 const&) [151]
                0.00    0.00     604/604         Object::Object() [184]
                0.00    0.00     597/597         void std::vector<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >, std::allocator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > > >::_M_realloc_insert<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >*, std::vector<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >, std::allocator<std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > > > > >, std::vector<std::pair<Chunk::bloc, Vec3>, std::allocator<std::pair<Chunk::bloc, Vec3> > >&&) [185]
-----------------------------------------------
                0.00    0.00    1028/4124461     TextManager::tickPrint() [37]
                0.26    0.00 4123433/4124461     Chunk::setVisibilityByNeighbors(int, int, int) [5]
[22]     5.0    0.26    0.00 4124461         void std::vector<std::pair<Chunk::bloc*, unsigned int>, std::allocator<std::pair<Chunk::bloc*, unsigned int> > >::_M_realloc_insert<std::pair<Chunk::bloc*, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<Chunk::bloc*, unsigned int>*, std::vector<std::pair<Chunk::bloc*, unsigned int>, std::allocator<std::pair<Chunk::bloc*, unsigned int> > > >, std::pair<Chunk::bloc*, unsigned int>&&) [22]
-----------------------------------------------
                0.00    0.00     167/56844333     Chunk::initChunk() [1]
                0.00    0.00    1212/56844333     Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00    4140/56844333     Camera::updateFrustum(bool) [69]
                0.24    0.00 56838814/56844333     VoxelGenerator::getWorleyValueAt(float, float, float) [9]
[23]     4.6    0.24    0.00 56844333         Vec3::operator-(Vec3 const&) const [23]
-----------------------------------------------
                0.20    0.00 57259800/57259800     VoxelGenerator::getWorleyValueAt(float, float, float) [9]
[24]     3.9    0.20    0.00 57259800         Vec3::getLength() const [24]
-----------------------------------------------
                0.18    0.00 14428748/14428748     VoxelGenerator::eval(float, float, float, int) [19]
[25]     3.5    0.18    0.00 14428748         VoxelGenerator::gradientDotV(int, float, float, float) [25]
-----------------------------------------------
                0.00    0.15    1066/1066        Loop::loop() [4]
[26]     2.9    0.00    0.15    1066         World::render() [26]
                0.02    0.04  130945/130945      Chunk::draw(Shader*) [35]
                0.01    0.03  309133/309133      AABB::isOnFrustum(Frustum const&) const [39]
                0.02    0.00 1105351/1675702     Vec2::Vec2(Vec2 const&) [40]
                0.01    0.00  307673/307673      Camera::getFrustum() const [44]
                0.00    0.01    2098/2098        Camera::getMatrix() [56]
                0.00    0.00    7947/7947        void std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >::_M_realloc_insert<std::pair<Vec2, Chunk*> const&>(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, std::pair<Vec2, Chunk*> const&) [63]
                0.00    0.00     997/997         void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [64]
                0.00    0.00    1167/5456        Matrix::operator*(Matrix const&) const [52]
                0.00    0.00    5191/150540      Matrix::~Matrix() [50]
                0.00    0.00    1032/1032        Skybox::draw(Matrix&) [67]
                0.00    0.00     984/984         void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__normal_iterator<std::pair<Vec2, Chunk*>*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > > >, __gnu_cxx::__ops::_Iter_comp_iter<World::render()::{lambda(std::pair<Vec2, Chunk*>&, std::pair<Vec2, Chunk*>&)#1}>) [clone .constprop.0] [68]
                0.00    0.00   12084/8594076     Vec3::Vec3(Vec3 const&) [42]
                0.00    0.00     997/1424        std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<World::updateChunkBuffers(Vec2)::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [78]
                0.00    0.00    1058/5203        Camera::getPos() const [82]
                0.00    0.00  253165/908892      Vec2::isSmaller(Vec2 const&) const [143]
                0.00    0.00  252935/748572      Vec2::operator=(Vec2 const&) [144]
                0.00    0.00  127981/141398      Vec2::operator-(Vec2 const&) const [148]
                0.00    0.00   10606/147496      Shader::getID() const [147]
                0.00    0.00    2098/3216        Matrix::exportForGL() [163]
                0.00    0.00    2018/4068        Matrix::Matrix(Matrix const&) [162]
                0.00    0.00    1079/1079        ResourceManager::bindTextures() [176]
                0.00    0.00    1036/4134        Shader::use() const [161]
                0.00    0.00    1010/18670       Vec3::operator=(Vec3 const&) [151]
-----------------------------------------------
                0.00    0.00     111/56991955     Chunk::initChunk() [1]
                0.00    0.00     596/56991955     Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00    8237/56991955     Camera::updateFrustum(bool) [69]
                0.13    0.00 56983011/56991955     VoxelGenerator::getWorleyValueAt(float, float, float) [9]
[27]     2.5    0.13    0.00 56991955         Vec3::operator+(Vec3 const&) const [27]
-----------------------------------------------
                0.00    0.00       1/65751448     _GLOBAL__sub_I__ZN6Skybox7textureE [94]
                0.00    0.00       1/65751448     Camera::Camera() [91]
                0.00    0.00      10/65751448     Camera::Camera(Vec3) [92]
                0.00    0.00      16/65751448     _GLOBAL__sub_I__ZN14VoxelGenerator9gradientsE [83]
                0.00    0.00     256/65751448     TextManager::init() [90]
                0.00    0.00     453/65751448     VoxelGenerator::createPerlinGradient(unsigned int) [61]
                0.00    0.00    1092/65751448     Skybox::draw(Matrix&) [67]
                0.00    0.00    1802/65751448     Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00    2077/65751448     TextManager::tickPrint() [37]
                0.00    0.00   59981/65751448     Chunk::updateVisibility() [3]
                0.00    0.00  944600/65751448     Chunk::initChunk() [1]
                0.00    0.00 1306642/65751448     Chunk::setVisibilityByNeighbors(int, int, int) [5]
                0.01    0.00 4036054/65751448     AABB::isOnFrustum(Frustum const&) const [39]
                0.12    0.00 59398463/65751448     VoxelGenerator::getWorleyValueAt(float, float, float) [9]
[28]     2.5    0.13    0.00 65751448         Vec3::Vec3(float, float, float) [28]
-----------------------------------------------
                0.00    0.00   15010/50346658     Matrix::vectorMult(Vec3) const [75]
                0.11    0.00 50331648/50346658     VoxelGenerator::createWorleyGradient(unsigned int) [15]
[29]     2.1    0.11    0.00 50346658         Vec3::operator[](int) [29]
-----------------------------------------------
                0.00    0.00       7/16787010     Camera::Camera(Vec3) [92]
                0.00    0.00       7/16787010     Camera::rotate(double, double) [93]
                0.00    0.00     256/16787010     VoxelGenerator::createPerlinGradient(unsigned int) [61]
                0.00    0.00     256/16787010     TextManager::init() [90]
                0.00    0.00     570/16787010     Camera::move(bool, bool, bool, bool, float) [72]
                0.00    0.00     609/16787010     Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00    1051/16787010     World::printPos() const [58]
                0.00    0.00    1248/16787010     Matrix::vectorMult(Vec3) const [75]
                0.00    0.00    1536/16787010     _GLOBAL__sub_I__ZN14VoxelGenerator9gradientsE [83]
                0.00    0.00    4254/16787010     Camera::updateFrustum(bool) [69]
                0.08    0.00 16777216/16787010     VoxelGenerator::createWorleyGradient(unsigned int) [15]
[30]     1.5    0.08    0.00 16787010         Vec3::Vec3() [30]
-----------------------------------------------
                0.08    0.00     793/793         Chunk::~Chunk() [32]
[31]     1.5    0.08    0.00     793         Chunk::~Chunk() [31]
-----------------------------------------------
                0.00    0.01      57/791         World::updateChunkBuffers(Vec2) [7]
                0.00    0.07     734/791         World::~World() [34]
[32]     1.5    0.00    0.08     791         Chunk::~Chunk() [32]
                0.08    0.00     793/793         Chunk::~Chunk() [31]
                0.00    0.00     810/810         Object::~Object() [182]
-----------------------------------------------
                0.00    0.07       1/1           main [13]
[33]     1.4    0.00    0.07       1         World::~World() [33]
                0.00    0.07       1/1           World::~World() [34]
-----------------------------------------------
                0.00    0.07       1/1           World::~World() [33]
[34]     1.4    0.00    0.07       1         World::~World() [34]
                0.00    0.07     734/791         Chunk::~Chunk() [32]
                0.00    0.00       1/150540      Matrix::~Matrix() [50]
                0.00    0.00      16/16          std::__future_base::_Task_state<std::_Bind<World::World()::{lambda(int, Chunk*)#1} (std::_Placeholder<1>, Chunk*)>, std::allocator<int>, void (int)>::~_Task_state() [220]
                0.00    0.00       8/8           std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [227]
                0.00    0.00       8/8           std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [226]
                0.00    0.00       1/1           Skybox::clear() [250]
                0.00    0.00       1/2           Shader::~Shader() [238]
-----------------------------------------------
                0.02    0.04  130945/130945      World::render() [26]
[35]     1.1    0.02    0.04  130945         Chunk::draw(Shader*) [35]
                0.00    0.03  122605/122605      Chunk::generatePosOffsets() [41]
                0.01    0.00  125729/125729      RectangularCuboid::drawFaceInstance(Shader*, unsigned int, unsigned int, unsigned int, unsigned int) [51]
-----------------------------------------------
                0.00    0.05     115/115         World::updateChunkBuffers(Vec2) [7]
[36]     1.0    0.00    0.05     115         Chunk::Chunk(int, int, Camera*, std::vector<std::pair<Vec2, Chunk*>, std::allocator<std::pair<Vec2, Chunk*> > >) [36]
                0.05    0.00      91/608         Chunk::Chunk(int, int, Camera*) [21]
                0.00    0.00     212/1675702     Vec2::Vec2(Vec2 const&) [40]
-----------------------------------------------
                0.00    0.05    1030/1030        Loop::loop() [4]
[37]     1.0    0.00    0.05    1030         TextManager::tickPrint() [37]
                0.05    0.00    2099/2099        TextManager::renderText(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, float, float, float, Vec3) [38]
                0.00    0.00    1028/4124461     void std::vector<std::pair<Chunk::bloc*, unsigned int>, std::allocator<std::pair<Chunk::bloc*, unsigned int> > >::_M_realloc_insert<std::pair<Chunk::bloc*, unsigned int> >(__gnu_cxx::__normal_iterator<std::pair<Chunk::bloc*, unsigned int>*, std::vector<std::pair<Chunk::bloc*, unsigned int>, std::allocator<std::pair<Chunk::bloc*, unsigned int> > > >, std::pair<Chunk::bloc*, unsigned int>&&) [22]
                0.00    0.00    2077/65751448     Vec3::Vec3(float, float, float) [28]
                0.00    0.00    2118/2118        void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [168]
